"CubeId";"plkopr"
"1997-05";"VVP";"0.57670026"
"1997-06";"LD2010100";"90.97469953"
"1997-06";"VVP";"0.48172848"
"1997-07";"LD2010100";"90.8757503"
"1997-07";"VVP";"0.51288856"
"1997-08";"LD2010100";"91.07583001"
"1997-08";"VVP";"0.47448677"
"1997-09";"LD2010100";"91.07414451"
"1997-09";"VVP";"0.41397705"
"1997-10";"LD2010100";"91.08098569"
"1997-10";"VVP";"0.26183039"
"1997-11";"LD2010100";"91.05401756"
"1997-11";"VVP";"0.41681382"
"1997-12";"LD2010100";"91.0983365"
"1997-12";"VVP";"0.38622019"
"1998-01";"LD2010100";"91.06492379"
"1998-01";"VVP";"0.01535382"
"1998-02";"LD2010100";"91.1767622"
"1998-02";"VVP";"-0.03706731"
"1998-03";"LD2010100";"91.10944103"
"1998-03";"VVP";"0.03309297"
"1998-04";"LD2010100";"91.14642305"
"1998-04";"VVP";"-0.02262077"
"1998-05";"LD2010100";"90.95824104"
"1998-05";"VVP";"0.08236531"
"1998-06";"LD2010100";"91.06651015"
"1998-06";"VVP";"0.10091884"
"1998-07";"LD2010100";"90.9439638"
"1998-07";"VVP";"0.07506238"
"1998-08";"LD2010100";"91.20313544"
"1998-08";"VVP";"0.1397796"
"1998-09";"LD2010100";"91.13036115"
"1998-09";"VVP";"0.06172624"
"1998-10";"LD2010100";"91.11211801"
"1998-10";"VVP";"0.03418093"
"1998-11";"LD2010100";"90.96438819"
"1998-11";"VVP";"-0.09843538"
"1998-12";"LD2010100";"90.94495527"
"1998-12";"VVP";"-0.16836886"
"1999-01";"LD2010100";"91.13145178"
"1999-01";"VVP";"0.07305556"
"1999-02";"LD2010100";"91.43930486"
"1999-02";"VVP";"0.28794909"
"1999-03";"LD2010100";"91.53498222"
"1999-03";"VVP";"0.46706597"
"1999-04";"LD2010100";"91.68776857"
"1999-04";"VVP";"0.59392952"
"1999-05";"LD2010100";"91.48193829"
"1999-05";"VVP";"0.57575569"
"1999-06";"LD2010100";"91.58931507"
"1999-06";"VVP";"0.57409131"
"1999-07";"LD2010100";"91.61241644"
"1999-07";"VVP";"0.73501596"
"1999-08";"LD2010100";"92.0658181"
"1999-08";"VVP";"0.94589144"
"1999-09";"LD2010100";"92.23982201"
"1999-09";"VVP";"1.21744372"
"1999-10";"LD2010100";"92.23883054"
"1999-10";"VVP";"1.23662203"
"1999-11";"LD2010100";"92.15088668"
"1999-11";"VVP";"1.30435493"
"1999-12";"LD2010100";"92.46191248"
"1999-12";"VVP";"1.66799488"
"2000-01";"LD2010100";"92.57613043"
"2000-01";"VVP";"1.585269"
"2000-02";"LD2010100";"92.92413826"
"2000-02";"VVP";"1.6238459"
"2000-03";"LD2010100";"92.8923119"
"2000-03";"VVP";"1.48285349"
"2000-04";"LD2010100";"92.97351373"
"2000-04";"VVP";"1.40230827"
"2000-05";"LD2010100";"92.92780672"
"2000-05";"VVP";"1.58049605"
"2000-06";"LD2010100";"93.27373245"
"2000-06";"VVP";"1.83909813"
"2000-07";"LD2010100";"93.34273913"
"2000-07";"VVP";"1.88874254"
"2000-08";"LD2010100";"93.10131489"
"2000-08";"VVP";"1.12473535"
"2000-09";"LD2010100";"93.56800232"
"2000-09";"VVP";"1.43992072"
"2000-10";"LD2010100";"93.46766502"
"2000-10";"VVP";"1.3322312"
"2000-11";"LD2010100";"93.91313487"
"2000-11";"VVP";"1.91235077"
"2000-12";"LD2010100";"93.84274012"
"2000-12";"VVP";"1.49340156"
"2001-01";"LD2010100";"93.7755181"
"2001-01";"VVP";"1.29556902"
"2001-02";"LD2010100";"93.64870841"
"2001-02";"VVP";"0.77974373"
"2001-03";"LD2010100";"93.79871862"
"2001-03";"VVP";"0.97576075"
"2001-04";"LD2010100";"94.05808855"
"2001-04";"VVP";"1.16654172"
"2001-05";"LD2010100";"94.56879748"
"2001-05";"VVP";"1.765877"
"2001-06";"LD2010100";"94.74775877"
"2001-06";"VVP";"1.58032308"
"2001-07";"LD2010100";"94.60449059"
"2001-07";"VVP";"1.35174034"
"2001-08";"LD2010100";"94.07970272"
"2001-08";"VVP";"1.05088507"
"2001-09";"LD2010100";"94.19947293"
"2001-09";"VVP";"0.6748788"
"2001-10";"LD2010100";"94.05670049"
"2001-10";"VVP";"0.63020241"
"2001-11";"LD2010100";"94.182717"
"2001-11";"VVP";"0.28705477"
"2001-12";"LD2010100";"94.14791622"
"2001-12";"VVP";"0.32519947"
"2002-01";"LD2010100";"94.26441456"
"2002-01";"VVP";"0.52134766"
"2002-02";"LD2010100";"94.26144014"
"2002-02";"VVP";"0.65428744"
"2002-03";"LD2010100";"94.27670886"
"2002-03";"VVP";"0.50959144"
"2002-04";"LD2010100";"95.09011519"
"2002-04";"VVP";"1.09722263"
"2002-05";"LD2010100";"95.18143006"
"2002-05";"VVP";"0.64781683"
"2002-06";"LD2010100";"95.05660332"
"2002-06";"VVP";"0.32596502"
"2002-07";"LD2010100";"94.55561086"
"2002-07";"VVP";"-0.05166745"
"2002-08";"LD2010100";"94.52418109"
"2002-08";"VVP";"0.47244875"
"2002-09";"LD2010100";"94.66744927"
"2002-09";"VVP";"0.49679295"
"2002-10";"LD2010100";"95.22039504"
"2002-10";"VVP";"1.23722664"
"2002-11";"LD2010100";"95.04500306"
"2002-11";"VVP";"0.91554596"
"2002-12";"LD2010100";"94.98670432"
"2002-12";"VVP";"0.89092583"
"2003-01";"LD2010100";"95.06265132"
"2003-01";"VVP";"0.84680604"
"2003-02";"LD2010100";"95.15624659"
"2003-02";"VVP";"0.94928154"
"2003-03";"LD2010100";"95.53915435"
"2003-03";"VVP";"1.33908524"
"2003-04";"LD2010100";"95.72902187"
"2003-04";"VVP";"0.671896"
"2003-05";"LD2010100";"95.57554149"
"2003-05";"VVP";"0.41406336"
"2003-06";"LD2010100";"95.57762359"
"2003-06";"VVP";"0.54811581"
"2003-07";"LD2010100";"94.81151063"
"2003-07";"VVP";"0.27063415"
"2003-08";"LD2010100";"95.03221303"
"2003-08";"VVP";"0.53746241"
"2003-09";"LD2010100";"95.16973066"
"2003-09";"VVP";"0.53057454"
"2003-10";"LD2010100";"95.65238083"
"2003-10";"VVP";"0.45366939"
"2003-11";"LD2010100";"95.53211488"
"2003-11";"VVP";"0.51250649"
"2003-12";"LD2010100";"95.55075461"
"2003-12";"VVP";"0.59382026"
"2004-01";"LD2010100";"95.22664134"
"2004-01";"VVP";"0.1725073"
"2004-02";"LD2010100";"95.24260409"
"2004-02";"VVP";"0.09075337"
"2004-03";"LD2010100";"95.44645141"
"2004-03";"VVP";"-0.09703136"
"2004-04";"LD2010100";"96.2516285"
"2004-04";"VVP";"0.54592287"
"2004-05";"LD2010100";"96.47391726"
"2004-05";"VVP";"0.93996409"
"2004-06";"LD2010100";"96.64048511"
"2004-06";"VVP";"1.11204012"
"2004-07";"LD2010100";"95.62908116"
"2004-07";"VVP";"0.86231147"
"2004-08";"LD2010100";"95.98343443"
"2004-08";"VVP";"1.00094628"
"2004-09";"LD2010100";"95.98898669"
"2004-09";"VVP";"0.86083677"
"2004-10";"LD2010100";"96.88894882"
"2004-10";"VVP";"1.29277283"
"2004-11";"LD2010100";"96.98185005"
"2004-11";"VVP";"1.51753699"
"2004-12";"LD2010100";"96.82321401"
"2004-12";"VVP";"1.33171046"
"2005-01";"LD2010100";"96.3738774"
"2005-01";"VVP";"1.20474276"
"2005-02";"LD2010100";"96.58575567"
"2005-02";"VVP";"1.4102424"
"2005-03";"LD2010100";"96.82202424"
"2005-03";"VVP";"1.4411985"
"2005-04";"LD2010100";"97.61460959"
"2005-04";"VVP";"1.41606029"
"2005-05";"LD2010100";"97.5176433"
"2005-05";"VVP";"1.08187381"
"2005-06";"LD2010100";"97.29842812"
"2005-06";"VVP";"0.68081509"
"2005-07";"LD2010100";"96.76630332"
"2005-07";"VVP";"1.18920118"
"2005-08";"LD2010100";"96.9056056"
"2005-08";"VVP";"0.96076076"
"2005-09";"LD2010100";"97.32956044"
"2005-09";"VVP";"1.39659121"
"2005-10";"LD2010100";"98.18074198"
"2005-10";"VVP";"1.33327193"
"2005-11";"LD2010100";"97.90471526"
"2005-11";"VVP";"0.95158548"
"2005-12";"LD2010100";"97.79763593"
"2005-12";"VVP";"1.00639287"
"2006-01";"LD2010100";"97.61788146"
"2006-01";"VVP";"1.29081042"
"2006-02";"LD2010100";"97.92206608"
"2006-02";"VVP";"1.38354812"
"2006-03";"LD2010100";"97.81815946"
"2006-03";"VVP";"1.02883124"
"2006-04";"LD2010100";"98.64842088"
"2006-04";"VVP";"1.05907435"
"2006-05";"LD2010100";"98.84572446"
"2006-05";"VVP";"1.36188808"
"2006-06";"LD2010100";"98.81845889"
"2006-06";"VVP";"1.5622357"
"2006-07";"LD2010100";"98.14475143"
"2006-07";"VVP";"1.42451252"
"2006-08";"LD2010100";"98.31270734"
"2006-08";"VVP";"1.45203338"
"2006-09";"LD2010100";"98.10231628"
"2006-09";"VVP";"0.79395801"
"2006-10";"LD2010100";"98.43455966"
"2006-10";"VVP";"0.25852084"
"2006-11";"LD2010100";"98.39192622"
"2006-11";"VVP";"0.49763789"
"2006-12";"LD2010100";"98.40501369"
"2006-12";"VVP";"0.62105567"
"2007-01";"LD2010100";"97.71762387"
"2007-01";"VVP";"0.10217638"
"2007-02";"LD2010100";"97.91086241"
"2007-02";"VVP";"-0.01144142"
"2007-03";"LD2010100";"97.987206"
"2007-03";"VVP";"0.17281713"
"2007-04";"LD2010100";"99.09627027"
"2007-04";"VVP";"0.45398536"
"2007-05";"LD2010100";"99.32797804"
"2007-05";"VVP";"0.48788512"
"2007-06";"LD2010100";"99.44170026"
"2007-06";"VVP";"0.63069327"
"2007-07";"LD2010100";"98.85177246"
"2007-07";"VVP";"0.72038598"
"2007-08";"LD2010100";"98.74122296"
"2007-08";"VVP";"0.43587003"
"2007-09";"LD2010100";"98.83521482"
"2007-09";"VVP";"0.74707567"
"2007-10";"LD2010100";"99.67905945"
"2007-10";"VVP";"1.26429152"
"2007-11";"LD2010100";"100.13365087"
"2007-11";"VVP";"1.77019062"
"2007-12";"LD2010100";"100.37695891"
"2007-12";"VVP";"2.00390726"
"2008-01";"LD2010100";"100.0884396"
"2008-01";"VVP";"2.42619052"
"2008-02";"LD2010100";"100.22605637"
"2008-02";"VVP";"2.36459358"
"2008-03";"LD2010100";"100.56504177"
"2008-03";"VVP";"2.63078811"
"2008-04";"LD2010100";"101.35951093"
"2008-04";"VVP";"2.28388077"
"2008-05";"LD2010100";"102.16448972"
"2008-05";"VVP";"2.85570262"
"2008-06";"LD2010100";"102.33720471"
"2008-06";"VVP";"2.91176081"
"2008-07";"LD2010100";"101.89123913"
"2008-07";"VVP";"3.07477205"
"2008-08";"LD2010100";"101.62601948"
"2008-08";"VVP";"2.9215726"
"2008-09";"LD2010100";"101.72843888"
"2008-09";"VVP";"2.92732106"
"2008-10";"LD2010100";"102.26889207"
"2008-10";"VVP";"2.5981712"
"2008-11";"LD2010100";"101.58774854"
"2008-11";"VVP";"1.45215685"
"2008-12";"LD2010100";"101.08060892"
"2008-12";"VVP";"0.70100751"
"2009-01";"LD2010100";"100.22774188"
"2009-01";"VVP";"0.13917919"
"2009-02";"LD2010100";"100.46410959"
"2009-02";"VVP";"0.2375163"
"2009-03";"LD2010100";"100.13840995"
"2009-03";"VVP";"-0.42423472"
"2009-04";"LD2010100";"101.0213187"
"2009-04";"VVP";"-0.33365613"
"2009-05";"LD2010100";"101.18233429"
"2009-05";"VVP";"-0.96134717"
"2009-06";"LD2010100";"101.36387342"
"2009-06";"VVP";"-0.95110209"
"2009-07";"LD2010100";"100.69125658"
"2009-07";"VVP";"-1.17770925"
"2009-08";"LD2010100";"100.8026984"
"2009-08";"VVP";"-0.81014792"
"2009-09";"LD2010100";"100.78980922"
"2009-09";"VVP";"-0.92268167"
"2009-10";"LD2010100";"101.41642161"
"2009-10";"VVP";"-0.83355793"
"2009-11";"LD2010100";"101.61213883"
"2009-11";"VVP";"0.02400909"
"2009-12";"LD2010100";"101.3663521"
"2009-12";"VVP";"0.28268842"
"2010-01";"LD2010100";"101.25381966"
"2010-01";"VVP";"1.02374628"
"2010-02";"LD2010100";"101.40115289"
"2010-02";"VVP";"0.93271448"
"2010-03";"LD2010100";"101.54015772"
"2010-03";"VVP";"1.3998103"
"2010-04";"LD2010100";"102.40799605"
"2010-04";"VVP";"1.37265813"
"2010-05";"LD2010100";"102.30220564"
"2010-05";"VVP";"1.10678544"
"2010-06";"LD2010100";"101.85693408"
"2010-06";"VVP";"0.48642642"
"2010-07";"LD2010100";"101.11263358"
"2010-07";"VVP";"0.4184842"
"2010-08";"LD2010100";"101.09855463"
"2010-08";"VVP";"0.29350031"
"2010-09";"LD2010100";"101.07515581"
"2010-09";"VVP";"0.28311056"
"2010-10";"LD2010100";"101.61303116"
"2010-10";"VVP";"0.19386362"
"2010-11";"LD2010100";"101.85693408"
"2010-11";"VVP";"0.24091142"
"2010-12";"LD2010100";"101.89312293"
"2010-12";"VVP";"0.5196703"
"2011-01";"LD2010100";"101.53579523"
"2011-01";"VVP";"0.27848389"
"2011-02";"LD2010100";"101.9185047"
"2011-02";"VVP";"0.51020308"
"2011-03";"LD2010100";"102.55989007"
"2011-03";"VVP";"1.00426508"
"2011-04";"LD2010100";"102.67311654"
"2011-04";"VVP";"0.25888652"
"2011-05";"LD2010100";"102.67985858"
"2011-05";"VVP";"0.36915425"
"2011-06";"LD2010100";"102.43169231"
"2011-06";"VVP";"0.56427992"
"2011-07";"LD2010100";"101.59002893"
"2011-07";"VVP";"0.47214214"
"2011-08";"LD2010100";"101.29298293"
"2011-08";"VVP";"0.19231561"
"2011-09";"LD2010100";"101.56613438"
"2011-09";"VVP";"0.48575593"
"2011-10";"LD2010100";"101.49871406"
"2011-10";"VVP";"-0.1125024"
"2011-11";"LD2010100";"101.32153742"
"2011-11";"VVP";"-0.52563595"
"2011-12";"LD2010100";"101.16488432"
"2011-12";"VVP";"-0.7147083"
"2012-01";"LD2010100";"100.73418746"
"2012-01";"VVP";"-0.78948294"
"2012-02";"LD2010100";"101.01804683"
"2012-02";"VVP";"-0.88350773"
"2012-03";"LD2010100";"101.58110565"
"2012-03";"VVP";"-0.954354"
"2012-04";"LD2010100";"101.65715181"
"2012-04";"VVP";"-0.98951388"
"2012-05";"LD2010100";"101.63900781"
"2012-05";"VVP";"-1.01368543"
"2012-06";"LD2010100";"101.35227316"
"2012-06";"VVP";"-1.05379412"
"2012-07";"LD2010100";"100.86456646"
"2012-07";"VVP";"-0.71410795"
"2012-08";"LD2010100";"100.83402902"
"2012-08";"VVP";"-0.45309547"
"2012-09";"LD2010100";"101.14832669"
"2012-09";"VVP";"-0.41136516"
"2012-10";"LD2010100";"101.27325257"
"2012-10";"VVP";"-0.22213235"
"2012-11";"LD2010100";"100.94110835"
"2012-11";"VVP";"-0.37546713"
"2012-12";"LD2010100";"100.72546247"
"2012-12";"VVP";"-0.43436204"
"2013-01";"LD2010100";"100.46252323"
"2013-01";"VVP";"-0.26968424"
"2013-02";"LD2010100";"100.75937093"
"2013-02";"VVP";"-0.256069"
"2013-03";"LD2010100";"100.97828867"
"2013-03";"VVP";"-0.59343416"
"2013-04";"LD2010100";"101.01219713"
"2013-04";"VVP";"-0.63444103"
"2013-05";"LD2010100";"101.12334151"
"2013-05";"VVP";"-0.50735078"
"2013-06";"LD2010100";"101.22268733"
"2013-06";"VVP";"-0.12785685"
"2013-07";"LD2010100";"100.86179033"
"2013-07";"VVP";"-0.00275234"
"2013-08";"LD2010100";"100.78911519"
"2013-08";"VVP";"-0.04454233"
"2013-09";"LD2010100";"101.09230833"
"2013-09";"VVP";"-0.05538238"
"2013-10";"LD2010100";"101.01467582"
"2013-10";"VVP";"-0.25532581"
"2013-11";"LD2010100";"101.02171529"
"2013-11";"VVP";"0.07985542"
"2013-12";"LD2010100";"100.79298194"
"2013-12";"VVP";"0.06703317"
"2014-01";"LD2010100";"100.51715351"
"2014-01";"VVP";"0.05437877"
"2014-02";"LD2010100";"100.61709422"
"2014-02";"VVP";"-0.14120444"
"2014-03";"LD2010100";"100.9810648"
"2014-03";"VVP";"0.00274924"
"2014-04";"LD2010100";"101.05056722"
"2014-04";"VVP";"0.0379856"
"2014-05";"LD2010100";"101.34662175"
"2014-05";"VVP";"0.2207999"
"2014-06";"LD2010100";"101.27295513"
"2014-06";"VVP";"0.0496606"
"2014-07";"LD2010100";"100.89391413"
"2014-07";"VVP";"0.03184933"
"2014-08";"LD2010100";"100.86139374"
"2014-08";"VVP";"0.07171265"
"2014-09";"LD2010100";"101.00367044"
"2014-09";"VVP";"-0.08768015"
"2014-10";"LD2010100";"101.00188579"
"2014-10";"VVP";"-0.01266156"
"2014-11";"LD2010100";"100.96252422"
"2014-11";"VVP";"-0.05859243"
"2014-12";"LD2010100";"100.46192834"
"2014-12";"VVP";"-0.32844906"
"2015-01";"LD2010100";"100.02944682"
"2015-01";"VVP";"-0.48519748"
"2015-02";"LD2010100";"99.77235727"
"2015-02";"VVP";"-0.8395561"
"2015-03";"LD2010100";"100.09775946"
"2015-03";"VVP";"-0.87472373"
"2015-04";"LD2010100";"99.91622034"
"2015-04";"VVP";"-1.1225537"
"2015-05";"LD2010100";"100.14882044"
"2015-05";"VVP";"-1.18188577"
"2015-06";"LD2010100";"100.22238791"
"2015-06";"VVP";"-1.03736207"
"2015-07";"LD2010100";"99.60648346"
"2015-07";"VVP";"-1.27602411"
"2015-08";"LD2010100";"99.44675679"
"2015-08";"VVP";"-1.40255543"
"2015-09";"LD2010100";"99.54550772"
"2015-09";"VVP";"-1.443673"
"2015-10";"LD2010100";"99.62849421"
"2015-10";"VVP";"-1.35976825"
"2015-11";"LD2010100";"99.55661225"
"2015-11";"VVP";"-1.39250874"
"2015-12";"LD2010100";"99.14752954"
"2015-12";"VVP";"-1.30835514"
"2016-01";"LD2010100";"98.76234139"
"2016-01";"VVP";"-1.26673242"
"2016-02";"LD2010100";"98.94566517"
"2016-02";"VVP";"-0.8285783"
"2016-03";"LD2010100";"99.23616743"
"2016-03";"VVP";"-0.86075057"
"2016-04";"LD2010100";"99.56454405"
"2016-04";"VVP";"-0.35197117"
"2016-05";"LD2010100";"99.70820882"
"2016-05";"VVP";"-0.43995688"
"2016-06";"LD2010100";"99.8475111"
"2016-06";"VVP";"-0.37404498"
"2016-07";"LD2010100";"99.40442079"
"2016-07";"VVP";"-0.20286096"
"2016-08";"LD2010100";"99.30448008"
"2016-08";"VVP";"-0.14306822"
"2016-09";"LD2010100";"99.36486093"
"2016-09";"VVP";"-0.18147157"
"2016-10";"LD2010100";"99.41641764"
"2016-10";"VVP";"-0.21286738"
"2016-11";"LD2010100";"99.21980809"
"2016-11";"VVP";"-0.33830416"
"2016-12";"LD2010100";"99.14088666"
"2016-12";"VVP";"-0.0067"
"2017-01";"LD2010100";"99.1069782"
"2017-01";"VVP";"0.34895569"
"2017-02";"LD2010100";"99.58486929"
"2017-02";"VVP";"0.64601529"
"2017-03";"LD2010100";"99.79972199"
"2017-03";"VVP";"0.5678923"
"2017-04";"LD2010100";"100.00039659"
"2017-04";"VVP";"0.43775879"
"2017-05";"LD2010100";"100.18619906"
"2017-05";"VVP";"0.47938905"
"2017-06";"LD2010100";"100.04441809"
"2017-06";"VVP";"0.19720771"
"2017-07";"LD2010100";"99.73170679"
"2017-07";"VVP";"0.32924692"
"2017-08";"LD2010100";"99.76402888"
"2017-08";"VVP";"0.46276744"
"2017-09";"LD2010100";"100.01279003"
"2017-09";"VVP";"0.65207066"
"2017-10";"LD2010100";"100.07346832"
"2017-10";"VVP";"0.66090762"
"2017-11";"LD2010100";"100.00079318"
"2017-11";"VVP";"0.78712619"
"2017-12";"LD2010100";"99.97233784"
"2017-12";"VVP";"0.83865619"
"2018-01";"LD2010100";"99.84057077"
"2018-01";"VVP";"0.74020274"
"2018-02";"LD2010100";"100.21029191"
"2018-02";"VVP";"0.62802976"
"2018-03";"LD2010100";"100.59349711"
"2018-03";"VVP";"0.79536807"
"2018-04";"LD2010100";"100.80359073"
"2018-04";"VVP";"0.80319095"
"2018-05";"LD2010100";"101.18729167"
"2018-05";"VVP";"0.99923205"
"2018-06";"LD2010100";"101.19145586"
"2018-06";"VVP";"1.1465285"
"2018-07";"LD2010100";"100.95875661"
"2018-07";"VVP";"1.23035077"
"2018-08";"LD2010100";"100.94219897"
"2018-08";"VVP";"1.18095681"
"2018-09";"LD2010100";"101.00238152"
"2018-09";"VVP";"0.98946494"
"2018-10";"LD2010100";"101.18084708"
"2018-10";"VVP";"1.10656578"
"2018-11";"LD2010100";"100.92276606"
"2018-11";"VVP";"0.92196556"
"2018-12";"LD2010100";"100.66369356"
"2018-12";"VVP";"0.69154702"
"2019-01";"LD2010100";"100.39976284"
"2019-01";"VVP";"0.56008501"
"2019-02";"LD2010100";"100.79020581"
"2019-02";"VVP";"0.57869695"
"2019-03";"LD2010100";"101.32689139"
"2019-03";"VVP";"0.72906728"
"2019-04";"LD2010100";"101.51735379"
"2019-04";"VVP";"0.70807306"
"2019-05";"LD2010100";"101.82907362"
"2019-05";"VVP";"0.63425154"
"2019-06";"LD2010100";"101.79893278"
"2019-06";"VVP";"0.60032431"
"2019-07";"LD2010100";"101.27345087"
"2019-07";"VVP";"0.31170576"
"2019-08";"LD2010100";"101.26323867"
"2019-08";"VVP";"0.3180431"
"2019-09";"LD2010100";"101.15219344"
"2019-09";"VVP";"0.14832513"
"2019-10";"LD2010100";"100.92474901"
"2019-10";"VVP";"-0.25310924"
"2019-11";"LD2010100";"100.79040411"
"2019-11";"VVP";"-0.13115173"
"2019-12";"LD2010100";"100.82054495"
"2019-12";"VVP";"0.15581724"
"2020-01";"LD2010100";"100.60291613"
"2020-01";"VVP";"0.20234439"
"2020-02";"LD2010100";"100.72744542"
"2020-02";"VVP";"-0.06226834"
"2020-03";"LD2010100";"100.80487964"
"2020-03";"VVP";"-0.51517592"
"2020-04";"LD2010100";"100.43813293"
"2020-04";"VVP";"-1.06309002"
"2020-05";"LD2010100";"100.48027063"
"2020-05";"VVP";"-1.32457553"
"2020-06";"LD2010100";"100.50119076"
"2020-06";"VVP";"-1.27480906"
"2020-07";"LD2010100";"100.34186068"
"2020-07";"VVP";"-0.91987602"
"2020-08";"LD2010100";"100.38608048"
"2020-08";"VVP";"-0.86621582"
"2020-09";"LD2010100";"100.34305045"
"2020-09";"VVP";"-0.79992629"
"2020-10";"LD2010100";"100.3491976"
"2020-10";"VVP";"-0.57027777"
"2020-11";"LD2010100";"100.10023815"
"2020-11";"VVP";"-0.68475363"
"2020-12";"LD2010100";"100"
"2020-12";"VVP";"-0.81386681"
"2021-01";"LD2010100";"100.0553"
"2021-01";"VVP";"-0.54433425"
"2021-02";"LD2010100";"100.2198"
"2021-02";"VVP";"-0.50397925"
"2021-03";"LD2010100";"100.5577"
"2021-03";"VVP";"-0.24520603"
"2021-04";"LD2010100";"100.7675"
"2021-04";"VVP";"0.3279303"
"2021-05";"LD2010100";"101.0339"
"2021-05";"VVP";"0.55098316"
"2021-06";"LD2010100";"101.1087"
"2021-06";"VVP";"0.60447964"
"2021-07";"LD2010100";"101.023"
"2021-07";"VVP";"0.6788187"
"2021-08";"LD2010100";"101.2711"
"2021-08";"VVP";"0.88161577"
"2021-09";"LD2010100";"101.2887"
"2021-09";"VVP";"0.94241658"
"2021-10";"LD2010100";"101.5954"
"2021-10";"VVP";"1.24186584"
"2021-11";"LD2010100";"101.6346"
"2021-11";"VVP";"1.53282537"
"2021-12";"LD2010100";"101.5311"
"2021-12";"VVP";"1.5311"
"2022-01";"LD2010100";"101.705"
"2022-01";"VVP";"1.64878822"
"2022-02";"LD2010100";"102.3754"
"2022-02";"VVP";"2.15087238"
"2022-03";"LD2010100";"102.9572"
"2022-03";"VVP";"2.38619221"
"2022-04";"LD2010100";"103.3351"
"2022-04";"VVP";"2.54804376"
"2022-05";"LD2010100";"104.0068"
"2022-05";"VVP";"2.94247772"
"2022-06";"LD2010100";"104.5312"
"2022-06";"VVP";"3.38497083"
"2022-07";"LD2010100";"104.4916"
"2022-07";"VVP";"3.43347555"
"2022-08";"LD2010100";"104.7671"
"2022-08";"VVP";"3.4521201"
"2022-09";"LD2010100";"104.5831"
"2022-09";"VVP";"3.25248522"
